city_key,city_name,province,city_tier_v1,tier_rank,city_segment_v1,segment_rank,segment_basis,segment_confidence,special_city_type,needs_manual_review,review_reason,notes
cn_city_a75f1acc,濮阳,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_beac6e1f,驻马店,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_9d4142e5,鹤壁,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0ceabedd,丽水,浙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3863293a,衢州,浙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3ba4e8e2,三亚,海南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_721fa990,儋州,海南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_02c32e84,十堰,湖北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e2262a37,荆州,湖北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_fb5e507d,荆门,湖北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_9557ba20,随州,湖北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4ad059df,娄底,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b0ce10bf,常德,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ad6bb228,张家界,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_fe13f390,怀化,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_31420624,永州,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e8a4c9e4,衡阳,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d9c6f967,邵阳,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1683f4a6,郴州,湖南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7cde2121,天水,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8a806ede,定西,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5ca57a14,平凉,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8fee108b,庆阳,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_555d2b05,张掖,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_25fcb9eb,武威,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1cffe2b7,白银,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5777f499,酒泉,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ca1f028c,陇南,甘肃,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_846450df,三明,福建,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0b78b4d5,南平,福建,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7a8240b9,宁德,福建,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7b55c863,龙岩,福建,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_56b1ade1,山南,西藏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_aa1efeb1,日喀则,西藏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0142ebdd,昌都,西藏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_40454168,林芝,西藏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5659bb1e,六盘水,贵州,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e23a3aa5,安顺,贵州,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3914b67f,毕节,贵州,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4a52c84b,铜仁,贵州,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e69e3ddc,丹东,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_44c66238,朝阳,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4e4fa7a5,盘锦,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_f906584f,营口,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0199fdcf,葫芦岛,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7e7910f4,辽阳,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_abc99baa,铁岭,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1b56027a,锦州,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0b4b3c74,鞍山,辽宁,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e3371541,商洛,陕西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e3666c4d,安康,陕西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1d492216,延安,陕西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7faefad1,汉中,陕西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ec42d8d8,海东,青海,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_29301a91,佳木斯,黑龙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7b6c70e4,牡丹江,黑龙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_2e78b0cb,绥化,黑龙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ee6f53e3,黑河,黑龙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3f51ff9e,齐齐哈尔,黑龙江,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
